Rating,Location,Title,Reviews
40,PeriyarTigerReserve,A dull boat safari.,"We took the 1.5hour boat safari through the lake that winds through the reserve. Its a bird watchers paradise however animal sightings were a nought. A deer and wild bison is what we got to see in the entire ride.  The boat safari costs about INR 400/Head even for children ( 5 and above. lesser go free). The good part is all chairs have good views and the seats are numbered. The staff seems to be more attentive towards ""foreigners"" - a sad truth ! A resident guide delivers un-interested explanations.  The silence and peace is enjoyable as you chug along the reserve lake, but after 30-45 minutes kinds of gets boring. Jeep safaris and elephant safari s are also an option offered however i did not try them.  The boat safari takes off at 2 times, one i believe is at 6 am, but i took the 9.30 am one. it is said that the early morning safari has more chances of spotting animals who come to drink water from the lake. Try your luck,."
45,PeriyarTigerReserve,Wonderland hike,We had two guides who took us off the well worn path and we were able to see animals grazing naturally Beautiful and varied ecosystems Guides were knowledgable and spoke very good english
40,PeriyarTigerReserve,Nature at its best,"If you are in love with nature, you will not be disappointed to visit this place. You can either take a boat ride through the lake or can trek through the jungle or can take a jeep safari. The only caution is, tiger is hardly ever seen."
50,PeriyarTigerReserve,Elephants and Monkeys seen. Well worth a visit.,"Visited on foot with local guide, Raju. Within 15 minutes we found the remains of a Goar bull that had been killed by a tiger the previous night. Luckily, he was not in the area when we were! A further 15 minutes and we saw 11 elephants in the distance, who were aware that we were there. Others of our group had spotted Porcupines, so a place well worth visiting. Guides are from the Hill tribes so they know the area intimately and are very knowledgeable. In the rainy season this park is turned into a vast lake, it was dry when we were there."
45,PeriyarTigerReserve,One of the must places to visit,ood experience and away from city. Try to use Bicycles at entrance gate than bus. You really love cycling in a fresh open air :).  Beware of Monkeys around at boating point. Govt Restaurant was really good and upscale one.
30,PeriyarTigerReserve,No animals spotted although a picturesque scene,"KTDC has a facility of many different types of options available to tour Periyar , out of which boat safari is the best. it is a 2 hour safari in a lake which devides periyar jungle into 2 halves.The sanctuary looks beautiful, however didn't spot any animals except some sambhars , wild dogs and some birds. Getting the ticket for the safari was a very difficult task and the sanctuary was not worth the effort. All the tickets were sold out on day 1. We woke up at 5 am to get tickets early morning next day. we chose to pay middlemen some amount for quick work. It turned out to be wise decision since many people who turned up at the same time didnt get the tickets due to queuues and processing haggle.  Tip - Carry Govt. Id to get tickets Book the tickets online to avoid the haggle. Online booking gets sold out soon. Do it atleast 1 week prior to the visit."
30,PeriyarTigerReserve,Don't expect tigers & elephants,"This is a the most popular wildlife sanctuary in South India. But unless you go very early in the morning or at dusk there is little chance of seeing elephants or the elusive tigers. But we did see a variety of birds, monkeys, & sambar."
30,PeriyarTigerReserve,Lovely but get there on time!,"Unfortunately we missed out on half of our 2.5 hour green walk due to confusion around where to collect our tickets, filling out paperwork etc. We saw deer, many birds, monkeys and wild cows. The guides took a short cut back along a road instead of through the national park, which was disappointing."
40,PeriyarTigerReserve,Periyar wildlife sanctuary,A days trip in jeep is very interesting during our stay. Highly recommended for youngsters as they can survive the jerks. Views on the way are very beautiful and trip is memorable. You will be lucky if you sight some animals. But forget tiger sighting
50,PeriyarTigerReserve,Nice - Must Visit Place,"beware of monkeys , they may snatch your bad and run away , No Tiger here , carry ur high end camera"
50,PeriyarTigerReserve,nice place to visit with family,i had visited this place twice and i feel relex here as this place provide peace and you can have fun with family here . there is boat ride too at very nominal cost for tourist . i will visit here again
40,PeriyarTigerReserve,Good place to see wild life by boating,Better to visit this place in early morning or evening. Boating in periyar lake is best activity to do in this place. In pick season better to book your ticket for boating early by online reservation. Best slot is in morning 7:30 am.
40,PeriyarTigerReserve,A Walk in the Woods,"Unfortunately, we didn't see much wildlife. We did see, however, two different groups of Indian Bison grazing in the woods. We also saw several varieties of plants during our guided walk."
30,PeriyarTigerReserve,nice experience,nice experience. Enjoyed every thing specially the monkeys & other birds which otherwise we miss while in the City.
40,PeriyarTigerReserve,Periyar Lake,"The most popular activity in Periyar is the Periyar lake boat safari. They have 4 boat safari time slots in a day (7:30, 9:30, 11:30, and 15:30). Each slot has usually 2/3 boats taking in 30 tourists each. We got a chance to see Wild Boars, Indian Bisons, Elephants, and hundreds of thousands of water-birds. Make sure to book your boat ride online in advance to avoid long queues and disappointment at the last moment. Try for one of the two morning safaris (7:30 or 9:30) when the chances of spotting wild animals are usually higher than the other times of day."
45,PeriyarTigerReserve,Not spotted many animals,"It's a good sanctuary,but we expected elephants walking periyar riverside,but we didn't.That may be luck.bisons pigs,monkeys ,birds ,deers we can spot.know about boating timings correctly."
40,PeriyarTigerReserve,Good walk,"Our walk was for 2 hrs, did not see that much wildlife as was in middle of day, but did come across elephants on the track out."
30,PeriyarTigerReserve,Nature walk and boat ride,"Visited in Jan'17. Overall it was quite average and a letdown. First booked for the 3 hour nature walk, which was actually only 2 hours as the guide took his own time getting ready and then we got back early as well. The walk was allright, we started from the bota landing, over fairly flat ground and some swampy areas and then ventured into the forest periphery. We saw lots of fresh elephant dung, evidence of a herd having passed quite recently but unfortunately didnt see the actual elephants. We did see quite a lot of exotic birds including some that the guide said were quite rare, 4-5 bisons from a distance and giant squirrels.There was also a bison carcass from what the guide said was a recent tiger kill. Overall it was a decent walk, but the guide could have been better and they should stick to the time advertised. Be sure to pick up a walking stick, there are generally many available at the starting point, this does make walking much easier. The following day we went for the Periyar lake boat ride. As it was a nice cool day, it was enjoyable, but except for some black monkeys and wild pigs we didnt see any other wildlife. I understand the early morning 7.30 am and the late evening 3.30 pm rides have a better chance of spotting wildlife however as we booked at the last minute the previous day tickets for these were not available. For both of these be sure to bring a good long distance camera or binoculars if you want to view the wildlife as the view is generally from quite far away. For the boat ride be sure to book only online as its complete chaos at the booking counter as demand seems to be far higher than supply so its first come first served and if you are at the back of the queue you may not get a slot for the days boating if all seats get sold out. Currently the lake water level is way down due to insufficient rains so they have cut back on the number of daily boats and rides. Booking can be done on the periyar foundation online site for all activities. tFor the boat ride, get to the boat landing half an hour before and there is a separate counter where you submit your confirmed booking and they will assign you the boat and the seat numbers."
40,PeriyarTigerReserve,A cool boat ride,This is the only place in Thekkady to visit i.e. Periyar wild life sanctuary. We were taken by a big boat which had a complete round of sanctuary in one & half hours. But no animals were seen on the whole way except some bison and seal.
10,PeriyarTigerReserve,Disappointing,"I was really disappointed with this place. This was part of an organised tour for me, so I didn't know what to expect. Firstly you buy a ticket in the city centre, which doesn't not guarantee a boat ride. Then you go inside and wait in another line (about 1.5 hours) just to get a boat ticket. As there are limited seats everyone is really anxious and not letting anyone pass them. After all you don't want to lose you seat after all that waiting. Then you wait another hour (you can walk around, but there is nothing to see) for the boat departure time. Then you get crammed into a boat with others, and if your lucky you may see an animal or two, 200m away.  Really disappointed with this place, and how poorly organised it is. All I really remember is all the lines I had to wait in, and everyone anxious about loosing their place. Tip for organisers of this disaster: Allow people to buy boat tickets when they buy entry tickets.  If I knew better I would have done the trek."
40,PeriyarTigerReserve,Advance planning advisable!,"Must plan a trip to the sanctuary, online bookings are best and easy. To make it memorable carry camera with telescopic lens and binoculars as well.  If you are lucky you would come across a herd of elephants, a few Wild Gaurs ( Bisons), Giant Squirrel and an occasional reptile or two. During wet weather take special care to protect yourself from Leeches.  Wonderfully well kept Sanctuary!!"
50,PeriyarTigerReserve,WildLife,"Periyar Wildlife Sanctuary,you can see it from boat.Surrounded by water and trees.you can feel the spirit of adventure here."
40,PeriyarTigerReserve,Nature walk,"We had the nature walk at the sanctuary a day earlier. The nature walk was for 2.30 hours. The guide was well versed with various animals & plants. We spotted a wild bison, elephants, a snake & some exotic birds. We were in Thekkady only for a day. Wish we could have stayed a day longer & explored the forest some more"
45,PeriyarTigerReserve,This is what you have to do in Thekedy!,"From the title, the only thing i want to emphasis is, dont miss visiting wildlife sanctuary while in thekkedy. There are numerous activities possible, just visit forest department to get an idea on what to do..."
50,PeriyarTigerReserve,Awesome wildlife,Yup we indeed got to seem some wildlife in real and not in zoos. The guides were professional and skilled to locate the wildlife from far off. Nice place
30,PeriyarTigerReserve,Average - Good for a visit,"The place is a bit hyped. We couldnt see a single animal during the visit. One piece of advice - Book tickets online in advance. Else you may have to wait in queue at the site office. Also, be careful while booking online. Remember to keep the transaction numbers. Due to poor internet connectivity in the area, my transaction had failed but was still charged on my credit card . I never rece themoney back!  About the attraction - Its an average place. The boat would take you around the jungle. The lake is good and clean . Overall its a good boat ride. However, if you are going only for watching wildlife, you may end up disappointed!"
40,PeriyarTigerReserve,Quite well kept and neat park,"It was a great place to visit and get inspired about nature, especially if you are travelling with young kids. Be very cautious about the monkeys. If you plan a trip, please book a boat ride in advance and check if there is enough water in the reservoir to have a good experience."
40,PeriyarTigerReserve,Breathtaking!!,Guyz..book early tickets to sanctuary well in advance else you will miss the real beauty of this unique sanctuary...seeing tigers while you are travelling through boat is just a unique experience in itself!!! Also even if you aren't lucky to see the animals there are many other activities listed on their site..do check this well in advance
40,PeriyarTigerReserve,walk the jungle,"Probably the only national park/sanctuary which allows you to walk through it. We took the nature walk in which we walked thru the park with help of a guide.We took the nature walk which is probably the most tame of the three offered and walked through 5-6 kms of undulating terrain and while quite enjoying the terrain did not see see any animals besides a few bisons and a single wild boar, The better walsk are the green walk which is through deeper jungle and the jungle scout which is in three slots at night in which you walk through the jungle at 10,00, 11-00 and 1-00 at night accompanied by two gun men and a guide.THAT is where you see all the wild animals BUT the slots are few and bookings have to be done in advance on the ne"
40,PeriyarTigerReserve,Nature walk@Periyar reserve,"It was a memorable experience. We went with low expectations. We were not expecting to see tigers during day time ofcourse. The fact of the matter is that once humans regularly walk a path, tigers generally avoid it. Our guide showed us many forms of flora and fauna in the forest, spiders, leeches, Wild fowl, Cobra shaped huge tree, strangulated fig trees which were amazing. We were able to get close camera shots of Kingfisher bird and few other rare birds. I saw for the first time, 10-15 frogs jumping in the river for breathing air for the first time. It was about a 3 kms walk for 2-3 hrs and was worth it!!"
10,PeriyarTigerReserve,Biting the hand that feeds iy,"Along with other non Indian tourists here we registered a complaint with the Forest dept, but they just don't care. Unfortunately the staff are mostly surly,uncommunicative, unhelpful and sometimes downright rude. The park administration is a disaster. I had to ask twice for 300 rupees change in the forest office. It appeared that she hoped I would forget. Both the staff, the forest office and Periyar House hotel gave us incorrect information on important issues, on more than one occasion. The water level is so low at the moment that any boat activity is compromised. The rafting was a shambles - we kept getting stuck on underwater tree stumps and hardly went any distance at all. We did see elephants on the walk to the rafts and back. Take some food with you. The nature and green walks go through the woods, but no wild life to see beyond monkeys. The website did not work so we could not book online. Booking when we got here was stressful. You have to pay per day to be in the park and we had to get tuk tuk out each day to book things and go rafting. The highlight was boat trip at 3.30 when we did see bison, samba and otters. Many more Indian tourists are going to the park, so maybe they can get across the message that should not treat tourists with the contempt they do now."
50,PeriyarTigerReserve,Early morning trip,We visited the wildlife sanctuary early morning. There are plenty of guides on board who are really helpful and willing to point out all the wildlife. The guides will also take the photos for you getting some fabulous shots. The tour takes about an hour and a half and is well worth the early morning start.
10,PeriyarTigerReserve,Super Flop and waste of Time,This is one of the ugly place where couples should not waste their time et all...Absolutely pathetic with just hype of animals...u can hardly see a sambhar or a bison...unnecessary waiting in queue everywhere with non corporate officials..
30,PeriyarTigerReserve,Just about OK,"With kids under 13yo, we weren't really eligible to go anywhere. The rush caused the jeep safaris bookings to close. We ended up having to do a ""PugMark Trail"" which lasted about an hour max which was OK. Nothing to write home about but inside the forest area periphery.  Most locals say you hardly ever spot a tiger and apparently there are only 43 of them (I have no way to verify this number.)  Try and find your own way with google maps. Asking anyone would lead to a commission which is charged to the service provider and ultimately you pay for it.  Since we were only doing the ""PugMark"" trail, no one was interested to entertain us as the cost was cheap but then what you experience isnt all that great either."
40,PeriyarTigerReserve,Getting close to nature and the wild,"The Periyar Wildlife sanctuary is one of the biggest attractions of Thekkady. This sanctuary is a dense forest with many wild animals. Its not easy to spot these animals as they generally avoid humans. One nice way to go around the park is to go for the boat ride inside the sanctuary. You will be able to catch the Bison, wild boars, water birds and deers. Tigers and Elephants are hard to find. Its also a wonderful place for plant lovers. There is an entry fee to get into the sanctuary and it also includes a fee for the vehicle. The ticket counter closes around 5 pm and hence be there on time. There are also some trekking trips organized everyday.  One of the best ways to enjoy this wonderful forest is to stay in one of the hotels situated inside the sanctuary."
40,PeriyarTigerReserve,Foreigners ripped off,"We decided to take the half-day trekking and bamboo raft tour and were only disappointed that we did not see any elephants. We did, however, see bison, wild dogs, wild pigs, many lovely birds and enjoyed it very much  The price of the tour was reasonable as it included breakfast, as well as three knowledgeable guides. What annoyed, however, was the additional cost to enter the sanctuary. Indians pay 35 rupees but foreigners have to pay 450 rupees - hardly encouraging foreign tourism, you may think!"
30,PeriyarTigerReserve,"Whilst a beautiful scenic location, not many animals to see",Beautiful wildlife park. Too many visitors and as a result the animals hide away. It is worth visiting just for the lovely boat trip but you dont need more than a day here as there really is nothing to see or do unless you like moneys as there were loads of these running around.
30,PeriyarTigerReserve,Great wilderness but lacking in basic comforts.,"Lots of trekking through the park and plenty of wildlife. Guides were good. Weren't expecting the basic bedding (thin foam mat & unclean nylon sleeping bag with no inner sheets), and no personal washing facilities (had to wash with toilet flush bucket in toilet). No paper napkins, toilet paper or soap provided. Food basic but plentiful."
50,PeriyarTigerReserve,life in other forms,"would be a good place for everyone, particularly for children from 4 years to 20 years. we could not see many wildlife as we could in Sanjay Gandhi park in Mumbai"
50,PeriyarTigerReserve,Great Place and prestine nature,Thekkadi is a great place and a must visit for nature lovers and wildlife enthusiasts. great evening life and nice restaurants offering authentic local cuisines. Minimum stay suggested 2-3 days to explaore and enjoy.
40,PeriyarTigerReserve,Worth a visit,This is a very scenic place and nice visit with family. Unfortunately our visit was after heavy rains season so water levels were high so could not see the animals. Best time would be before the rainy season when animals come out in the open area not covered by trees to drink water. Worth visiting for the natural beauty and being close to nature.
50,PeriyarTigerReserve,Must visit,"Everyone must visit Periyar wildlife sanctuary at least once. It is beautiful. It is maintained by the government so you got to follow their rules.  They provide an array of activities within the sanctuary - Day and night treks with a guide through the forest, boating in the Periyar lake (It is better to book tickets online for the boat else you will have to stand in line for hours to get a ticket). They also offer bamboo rafting and a few other activities.  If visiting Periyar, I would recommend to spend at least 2 days there especially if you are interested in exploring nature and wildlife or in photography. Try to get an accommodation within the sanctuary eg. Kerala tourism resort which is besides the Periyar lake. Residents of KTDC don't have to get tickets for boat as they are complementary."
20,PeriyarTigerReserve,Disappointed,Very much disappointed with we could not manage to get the tickets very crowd early morning itself we checked out the hotel by 6 am again we not get the tickets
10,PeriyarTigerReserve,Worst tour of my life,"I visited in January 2016. There are no animals except some grazing cows. Guide, driver, organizer try to fool you all the time by saying, that there is an elephant and you wont see anything. He will keep fooling you by saying that he can see the animals beside grass or on a hill by a naked eye, which you cant even see with a binoculars..... Worst ever tour of my life. Exobitant charges. They charged me 3000 for nothing. Dont ever visit Thekkady or Periyar wild life."
40,PeriyarTigerReserve,Lucky to be seeing wildlife,THE Timing is a problem and the limited boating services makes a trip risky to get through. Advance booking of boat ride is advised not to be disappointed when you are there
10,PeriyarTigerReserve,Poorly managed park,"The park is not suitable for overseas travellers. Poorly managed facilities with Inadequate customer service. Stay away, there are many better places you could be."
45,PeriyarTigerReserve,A beautiful trekking!,We booked a full day bamboo rafting which was amazing. We had a good bunch of people along with us which made it even better. Staff is very courteous & helpful. You shouldn't definitely opt for this when you visit Thekkady.
50,PeriyarTigerReserve,SCENIC AND CAPTIVATING,"Thekkady is not just to see elephants. It offers a marvelous panorma of flora and fauna, that enchants even ordinary tourists"
50,PeriyarTigerReserve,Awesome,"Hi,it was my third trip to Periyar wildlife honestly I am truly in love with this place, A) Periyar reserve night trail,here they take you inside the jungle where you have to walk for atleast 3 to 4 hours,here you have opportunity to sight some animals like elephant,bison,deer,owl and many more,they have two timing for the trail one starts at 10 and second At 1am both have the high chances to sight animals,my advice carry some good night batteries to make it more wonderful  B) same place you can go for nature trails during the day time,but less chances to sight animals"
45,PeriyarTigerReserve,Worth a visit,Visited in November 2016 during our Kerala trip. The forest area is quite well protected and tree foliage is dense and varied. We tried for the boat ride but luck ran out as tickets got over by the time we reached. The water level was low and the feedback we heard from other tourists was that they could not see many animals except bison. Nice place to visit
30,PeriyarTigerReserve,Nothing out of the ordinary,"We were in Periyar in November, still knowing that it is not the best time to see animals. It cost a lot of money the entrance, plus the bamboo rafting tour. The tour was too long, we walked for several hours, paddled for several more hours, walked more... We were offered breakfast and lunch, but it was too hot to spend the whole day there. I think a 9 hour excursion is excessive. We only saw elephants at the end of the tour, in the distance, and very close to the entrance. We are not sure if it was worth so much money and time."
40,PeriyarTigerReserve,Quite an interesting place to visit,We didn't get to see animals here.. Maybe its not the right time to visit. Will certainly do this trip again next time
40,PeriyarTigerReserve,Amazing National Park,"The boat ride is the highlight of the sanctuary We were not lucky enough to see the elephants, could manage only few birds and bison."
50,PeriyarTigerReserve,A tiger reserve,"wonderful sanctuary with lots of wildlife which are healthy and comfortable , from their ethological observations.larger mammals and smaller mammals are in plenty and its a professionally managed sanctuary Kerala Forest Department can be proud of.Tiger population is the best and as a predator they have all territorial comforts here ..sighting depends on your luck .the flora and fauna of Periyar are well documented."
50,PeriyarTigerReserve,Best place to visit,People who intend to visit it must online book their tickets in season time. Its one of the most facinating rides. For nearly 1.30hr one gets to see the wild animals in their natural habitat. Must visit place.
20,PeriyarTigerReserve,Overhyped and expensive,"We travelled all the way from Munnar and reached thekkady at 1 pm. We visited this place by 2.45 pm. Spent surround 4k for seeing wildlife which was told to us but we never spot an animal here. Just simply avoid wasting time, money and energy. The driver was honest enough to tell us that, that the last time he saw any animal (elephant) at all in the drive was a year back, and never after.  We wound up paying about 4K for a drive in the jeep only hoping to be lucky. We stopped at certain points where there were tons of other jeeps too waiting to spot an animal. It was scenic and nice .. we clicked pics .. but that's that.  We saw a bison about 100kms away on top of a mountain, it looked like an small dot on my camera but we were made to believe that they are bisons.  So not recommended friends."
40,PeriyarTigerReserve,Bamboo Rafting and walk through the wildlife sanctuary,"The walk through the jungle was amazing. The guides were very helpful. They told us about the various trees that were growing in the forest. We got to see black monkey, mongoose and few wild dogs during our walk. Walking through the dense forest was very peaceful. On our return, we got to see few elephants too in the wild. Must visit"
10,PeriyarTigerReserve,The safari is a fleece,"You would never spot an animal here. Just simply avoid wasting time, money and energy. We woke up at 4 in the morning, got into the jeep and off to the Periyar wildlife sanctuary. The driver was honest enough to tell us that, that the last time he saw any animal (elephant) at all in the drive was a year back, and never after.  We wound up paying about 4K for an early morning drive in the jeep only hoping to be lucky. We stopped at certain points where there were tons of other jeeps too waiting to spot an animal. It was scenic and nice .. we clicked pics .. but that's that.  We saw a bison about 100kms away on top of a mountain, it looked like an ant but we were made to believe that they are bisons.  So not recommended friends."
40,PeriyarTigerReserve,Wildlife,"I made a 3 hours trekking with a guide. This park is huge, has more than 100 species of animals but rare to see them. I was lucky to spot wild elephants. At the entrance you can see monkeys."
10,PeriyarTigerReserve,Do Not Waste Money Its Fraud,"These kind of Safaris are there in and around Thekkady. I had booked one of them called 'Thekkady Jeep Safari'  Price for hiring the Jeep is 3500/-, due to absence of information one assumes that it will have at least some element of thrill and will come across animals. As per the Organisers the safari is for three hours and chances of you coming across number of animals are bright. However, the Safari finished in 2 hour and 45 minutes, out of which around 40 minutes are taken to reach the forest area one way (total approx 80 minutes). During rest of the time, you are taken to 2-3 points and chances of your coming across any animal are actually not very bright. We did not see any animal except two Bisons seen at a distance of 4-5 kilometres on a hill - we actually could not make out much out of it except vaguely through zoom of the camera. Only thing which we could see was few cows near the villages. Actually they take you only in the periphery of forest only around the villages.  Overall NOT recommended. Its actually a jeep ride and a fraud going on in the name of jungle safari."
50,PeriyarTigerReserve,Early morning boat ride preferred for citing animals,"Tigers are not visible in complete reserve ! It's 101% by luck to sight a tiger.  You can surely experience groups of elephants, deers, birds, etc  Not recommended to take kids along (age1 to 5yrs) or if you take along try to keep them quiet to enjoy the boat ride.  Do not carry food along as monkeys around all over and shall jump over you if they catch you having food."
20,PeriyarTigerReserve,Don't hope too much,We took the 3;30 PM cruise. First of all the hype created around the boat ride was total worthless. You can buy tickets online or get in the que to buy tickets. Keep the main gate entry ticket for getting the boat tickets. The boat was ride was nice and scenic subject to no expectation attached. You see usual animals very very far. Even my telescopic lens could not catch. Do be honest nothing great what so ever.
50,PeriyarTigerReserve,its simply awesome... A lake on the Hill with age old Forest and the existence of the Wildlife,"its simply awesome... A lake on the Hill with age old Forest and the existence of the Wildlife. I have seen Elephants, Deers, Wild Bores , Bisons and so many birds in this Sanctuary ."
40,PeriyarTigerReserve,Worth the wait,The long check in process to board the tourist vessel that takes you around this lake is almost enough to make you turn around and go back home. Average wait time is 90minutes and the boat trip is about the same length of time. However if you are lucky enough to see wildlife (by no means guaranteed) then the waiting is worthwhile.
50,PeriyarTigerReserve,Wonderful morning cruse,"We went on a morning cruse around the lake, it was magnificent. The guides were good at pointing out wildlife and, although we had no elephants, there were many other interesting things to see."
50,PeriyarTigerReserve,Amazing experience,"We spent three days exploring the reserve and we had an awesome experience.  1) Boating: We went for boating twice once in the morning and other in the evening. Both times we were lucky to spot animals. Bisons, samba deer, barking deer, elephants, wild dogs, otters, wild pig and many birds. The lake is very beautiful and since we went in oct the weather was also very pleasant.  2) Jungle scout : This is a 3 hour walk in the forest at night. It was an amazing experience for us and were able to spot deers, bisons, porcupine and rabit. We also had a close encounter with a bison which was trying to run away and missed us by few feets.  3) Nature walk : Nature walk is in a 3 hour walk thought the forest area near the lake. We went at 2.30pm. There were some breath taking sceneries near the lake. We even spotted a baby elephant, deer, amd bison gracing together. We spotted Nilgiri langurs, red necked mangoose, and many birds.  4) Green walk: It is 3 hour walk though the forest but not near the lake. We spotted lot of different types of birds. Many spots were very beautiful.  To enjoy the trip completely there are few this things one has to be careful about  First thing is to book tickets for all the programs like boating, nature walk, green walk and jungle scout online in advance. Booking ticking after reaching the sanctuary can be very difficult with long lines and also it is very unlikely to get a ticket too. Plan your programs and book the tickets online before hand and you can enjoy the trip to the fullest.  Second thing to know is that sighting animals is just a chance. So more the number of programs you book greater are your chances to sight animals.  Thirdly thing to know is to have a binocular with you if possible (which we did not have). Especially during the boat rides binoculars can come in very handy.  Fourth and final thing is to try and reach the sanctuary early before any program starts. The traffic outside the gate can be very heavy and one can get stuck there for 30 to 45 min. So consider that time too to reach for your programs"
50,PeriyarTigerReserve,Beautiful Place,"Values Of P.T.R Who We Are Eco Tourism Visitors Info Bio diversity Resources  Census Blog Green Photos On Media FAQ DOWNLOAD    KIDS CORNER  Wallpapers  Quiz  Calls Of The Wild  Mobile Themes  Eco - Tourism News      DEPARTMENTAL ALERTS PTR IN NEWS ECO - TOURISM REVISED RATES WHAT WE DO BCRLI Project Environmental Awareness Activities Research & Monitoring Protection Activities Habitat Management Nature Education Eco-Tourism Activities Veterinary Care Indian Eco Development Project What's New Rapid Response Unit Nature Camp tiger zone 1,704 Facts About Tigers Threats to Tigers Saving Tigers Tiger Pictures Tiger Films Tiger FAQ You Can Help Future For Tigers Get involved What's New Take Action Share Your Experience Nature Poems Wildlife Paintings Wildlife Stories Be A Volunteer Report A Crime Join Rescue Force Preserve Our Periyar shop online Periyar Gifts Buy T-Shirts Send E-Card Souvenirs Buy Photographs Useful links Kerala Forests & Wildlife National Tiger Conservation Authority Ministry Of Environment  Periyar Foundation Kaziranga National Park   Periyar Tiger Reserve, Thekkady, is an example of nature’s bounty, with great scenic charm, rich bio diversity and providing veritable visitor satisfaction. Sprawled over an area of 925 Sq .km., Periyar is one of the 27 tiger reserves in India. Zealously guarded and efficiently managed reserve is a repository of rare, endemic and endangered flora and fauna and forms the major watershed of two important rivers of Kerala, the Periyar and Pamba."
40,PeriyarTigerReserve,Wildlife,"Spotting wildlife depends on ur luck.. we spotted deers, pigs n bison... U need a good eye to spot wildlife!"
10,PeriyarTigerReserve,Not very attractive for people who want to watch animals.,Animals are very rare sight. You can easily see elephants and Deers. But don't expect more. Single Visit is recommended for hard core nature lovers.
50,PeriyarTigerReserve,A walk on the wild side,"We did a 2.5 hour trek through the Periyar National Park one morning & enjoyed being so close to nature. You have to book in advance & its best to do the early morning walk which starts at 7am & finished around 9.30. The guide we had was knowledgeable & pointed out many intetesting flora/fauna as well as various birds. We came across samba deer, monkies and some magnificent wild elephants. We also encountered leeches which fortunately were not too much of a problem as we were given protective gear to wear & the guide sprinkled tobacco powder on our shoes & pants which repel the leeches. Alas - no tiger sightings but overall a very enjoyable visit."
40,PeriyarTigerReserve,Beautiful Sanctuary. Nature is awesome inside,"Bison, Dear, Wood pecker, Horn bill, Racket tail Drongo, Wild bore, we have seen. But the nature is beautiful inside. Calm, silent and slow ride of 2 hrs in still water. Peace of life."
40,PeriyarTigerReserve,Good !!,The wildlife sanctuary is to be seen sitting on a boat.The duration was of nearly 2 hrs.We went early morning so weather and surroundings was good.Could see many wild animals and birds.
45,PeriyarTigerReserve,nice view,The ride in the boat for 2 hours was good.We saw different types of wild animals. But the park was crowded due to Onam's public holidays
50,PeriyarTigerReserve,Border hike is great!,"I did the border hike on a rainy day in August. We didn't get to see any elephants or tigers, but the hike was still beautiful with many sightings of birds, some deer and monkeys."
45,PeriyarTigerReserve,Totally mast place,I really liked the placed.Went there with family.Its was beautiful trip and place is very nice although it took long time to take ticket.Saw elephant and moving in Jungle but sad part is that we have seen Tiger there.
50,PeriyarTigerReserve,Ferry Safari was awesome,"Book the Ferry online in Advance and also go for the morning as well as the evening rides, you may even spot tigers if you are lucky!"
40,PeriyarTigerReserve,Amazing Serenity,"One of most beautiful and serene place that I have ever visited. Visiting Kerala and not visiting this sanctuary is a sin in itself. Its not about spotting a tiger or for that matter, any other animal, visiting it is an experience in itself. ""Awesome"" is the first word that came to my mind, when I first saw the glimpse of the lake inside the sanctuary. The only big mistake I made was not booking the ferry service online. there are long queues with less probability of getting a ticket if we are slightly late in reaching there. There is nothing much interesting to do rather than the attending the nature walks, boating and the night camps organised by the authorities.You can't help but remember those so huge and long trees throughout your life."
40,PeriyarTigerReserve,Enjoying the Jeep Ride,"The best time to go hunting for wildlife is 5.30 in the morning, or else you would see nothing but greenery scenary  There are animals, but they're like really far on top of the hills. If you really want to get closer to the animals, my advice is book for an early jeep ride.  Nonetheless, the view is awesome. I do enjoy this more than Houseboat Backwater :) and I wish I stay longer in Thekkady for more activities"
30,PeriyarTigerReserve,Just Periyar Sanctuary - No Wildlife,"In fact, we can remove wildlife from the name. Just 54 tigers in an area of ~980 sq.kms. And you can at max see wild boars during the jungle trek, and if you are really lucky, you can see elephants (mostly in summer). You can’t even dream of seeing a tiger there in any season.  If you are going there to see wildlife, better drop the plans and visit Bandipur or nearby sanctuaries. If you are nature lover, then you can think of this place. Otherwise, it is not worth to cover this place during Kerala trip.  Better opt for normal boat ride than bamboo rafting if you are sick of walking 11kms (to and fro) in jungle, again don’t expect to see any animals."
30,PeriyarTigerReserve,Not sure you see tiger,Good for sight seeing and photos we have not seen the wild animals just saw some elephants not much to enjoy only thing to enjoy is the Jeep ride
20,PeriyarTigerReserve,Clean forest with unique birds and common zoo animals,"Not so great oppurtunity visiting the place. Saw a few animals like sambar, bison, kingfisher, ducks, tortoise, snake, but missed the main animals like tiger, elephants, etc not so important location to spend for a night stay visitors can avoid it and have other activities and places like boat rides to golden sand beach."
50,PeriyarTigerReserve,Sanctuary,"we had grt time in the middle of wildlife unfortunately we didnot find much animals still visit was superb in terms of view from boat , quality time spent"
40,PeriyarTigerReserve,Must Visit,"Its one of the best maintained widelife sanctuary in kerala.  Its great for boating , and nature hikes are also allowed.  Not at all advised for a rainy day."
